Date,Open,High,Low,Close,Adj Close,Volume
2005-03-07,1.060000,1.090000,1.030000,1.060000,0.954765,82325000
2005-03-14,1.040000,1.060000,0.995000,1.050000,0.945758,86345000
2005-03-21,1.060000,1.190000,1.030000,1.160000,1.044837,197155050
2005-03-28,1.150000,1.170000,1.090000,1.130000,1.017815,94316000
2005-04-04,1.130000,1.130000,1.090000,1.100000,0.990794,63565000
2005-04-11,1.110000,1.120000,1.030000,1.040000,0.936751,54476700
2005-04-18,1.020000,1.070000,1.000000,1.070000,0.963772,90689500
2005-04-25,1.060000,1.120000,1.040000,1.080000,0.972779,106010950
2005-05-02,1.080000,1.140000,1.080000,1.120000,1.008808,48370000
2005-05-09,1.120000,1.140000,1.050000,1.050000,0.945758,76940000
2005-05-16,1.060000,1.130000,1.040000,1.100000,0.990794,86680000
2005-05-23,1.100000,1.130000,1.070000,1.120000,1.008808,104542025
2005-05-30,1.120000,1.200000,1.100000,1.130000,1.017815,237402500
2005-06-06,1.140000,1.210000,1.140000,1.170000,1.053844,115064110
2005-06-13,1.180000,1.260000,1.150000,1.250000,1.125902,95152975
2005-06-20,1.240000,1.330000,1.230000,1.290000,1.161931,154369700
2005-06-27,1.280000,1.290000,1.170000,1.180000,1.062851,111495000
2005-07-04,1.180000,1.230000,1.170000,1.210000,1.089873,118295925
2005-07-11,1.220000,1.290000,1.220000,1.270000,1.143916,226363650
2005-07-18,1.270000,1.280000,1.150000,1.160000,1.044837,160430000
2005-07-25,1.150000,1.240000,1.150000,1.220000,1.098880,63810000
2005-08-01,1.220000,1.230000,1.150000,1.170000,1.053844,85890000
2005-08-08,1.200000,1.490000,1.190000,1.460000,1.315054,226545775
2005-08-15,1.510000,1.530000,1.330000,1.400000,1.261010,154064750
2005-08-22,1.410000,1.600000,1.380000,1.590000,1.432147,141839250
2005-08-29,1.580000,1.670000,1.480000,1.660000,1.495198,173949030
2005-09-05,1.650000,1.660000,1.540000,1.630000,1.468176,110245000
2005-09-12,1.630000,1.750000,1.560000,1.580000,1.423140,167615000
2005-09-19,1.610000,1.820000,1.610000,1.790000,1.612291,107287460
2005-09-26,1.780000,1.900000,1.730000,1.890000,1.702364,109040000
2005-10-03,1.880000,1.940000,1.750000,1.790000,1.612291,62189055
2005-10-10,1.790000,1.820000,1.610000,1.650000,1.486190,52220000
2005-10-17,1.660000,1.820000,1.570000,1.740000,1.567255,76169285
2005-10-24,1.770000,1.780000,1.580000,1.620000,1.459169,68180000
2005-10-31,1.640000,1.820000,1.600000,1.740000,1.567255,66194000
2005-11-07,1.730000,1.800000,1.670000,1.780000,1.603284,46966000
2005-11-14,1.780000,1.790000,1.450000,1.640000,1.477183,470990000
2005-11-21,1.670000,1.740000,1.560000,1.720000,1.549241,215888895
2005-11-28,1.720000,1.730000,1.570000,1.630000,1.468176,123300000
2005-12-05,1.640000,1.690000,1.630000,1.650000,1.486190,70417650
2005-12-12,1.660000,1.720000,1.630000,1.640000,1.477183,65093445
2005-12-19,1.640000,1.710000,1.630000,1.690000,1.522219,89239100
2005-12-26,1.690000,1.690000,1.640000,1.660000,1.495198,38437650
2006-01-02,1.670000,1.890000,1.670000,1.880000,1.693357,123054920
2006-01-09,1.880000,2.030000,1.850000,2.000000,1.801443,133382270
2006-01-16,2.000000,2.140000,1.960000,1.990000,1.792436,96840415
2006-01-23,1.940000,2.030000,1.890000,2.000000,1.801443,88594580
2006-01-30,2.030000,2.090000,1.960000,1.990000,1.792436,45285000
2006-02-06,1.990000,2.090000,1.930000,2.010000,1.810450,84356860
2006-02-13,2.020000,2.160000,1.990000,2.130000,1.918537,67607600
2006-02-20,2.130000,2.280000,2.080000,2.080000,1.873501,57524195
2006-02-27,2.080000,2.200000,2.040000,2.070000,1.864494,76340000
2006-03-06,2.070000,2.080000,1.960000,1.990000,1.792436,51725000
2006-03-13,2.020000,2.240000,2.000000,2.150000,1.936551,106547930
2006-03-20,2.180000,2.470000,2.040000,2.400000,2.161732,197658965
2006-03-27,2.400000,2.720000,2.360000,2.610000,2.350883,108251275
2006-04-03,2.610000,2.830000,2.560000,2.800000,2.522020,106778895
2006-04-10,2.830000,3.060000,2.740000,2.820000,2.540035,96159835
2006-04-17,2.810000,3.150000,2.810000,3.030000,2.729187,108788700
2006-04-24,3.020000,3.140000,2.770000,3.130000,2.819259,59072500
2006-05-01,3.140000,3.230000,3.050000,3.120000,2.810251,36856600
2006-05-08,3.120000,3.390000,3.070000,3.070000,2.765215,101025400
2006-05-15,3.080000,3.080000,2.880000,3.010000,2.711172,75677750
2006-05-22,3.000000,3.680000,2.810000,3.510000,3.161533,176108815
2006-05-29,3.510000,3.610000,3.320000,3.460000,3.116497,104345045
2006-06-05,3.460000,3.620000,3.110000,3.260000,2.936352,111986055
2006-06-12,3.300000,3.520000,2.880000,3.160000,2.846280,167340000
2006-06-19,3.160000,3.240000,2.940000,3.090000,2.783230,50272500
2006-06-26,3.130000,3.280000,2.970000,3.280000,2.954367,71369640
2006-07-03,3.240000,3.240000,3.010000,3.090000,2.783230,39873880
2006-07-10,2.990000,3.090000,2.700000,3.090000,2.783230,88883840
2006-07-17,3.070000,3.070000,2.920000,2.950000,2.657129,72046480
2006-07-24,2.948000,3.000000,2.912000,2.992000,2.694959,88765500
2006-07-31,2.992000,3.340000,2.936000,3.292000,2.965176,117053750
2006-08-07,3.296000,3.364000,3.200000,3.292000,2.965176,33679250
2006-08-14,3.292000,3.572000,3.260000,3.504000,3.156128,67959000
2006-08-21,3.496000,3.548000,3.340000,3.392000,3.055248,92665000
2006-08-28,3.460000,3.460000,3.276000,3.396000,3.058850,80667570
2006-09-04,3.396000,3.624000,3.396000,3.624000,3.264215,51388805
2006-09-11,3.624000,3.788000,3.556000,3.716000,3.347081,76482870
2006-09-18,3.736000,3.796000,3.652000,3.712000,3.343478,95183625
2006-09-25,3.712000,3.748000,3.548000,3.588000,3.231789,64865505
2006-10-02,3.580000,3.660000,3.452000,3.656000,3.293038,62111035
2006-10-09,3.660000,3.700000,3.512000,3.624000,3.264215,55297695
2006-10-16,3.628000,3.724000,3.620000,3.700000,3.332670,61303520
2006-10-23,3.740000,3.740000,3.576000,3.612000,3.253406,43342315
2006-10-30,3.612000,4.160000,3.604000,4.010000,3.611894,107958490
2006-11-06,4.000000,4.480000,3.980000,4.260000,3.837075,67274690
2006-11-13,4.280000,4.460000,4.240000,4.260000,3.837075,32557390
2006-11-20,4.250000,4.840000,4.240000,4.400000,3.963175,114016215
2006-11-27,4.400000,4.470000,4.070000,4.210000,3.792038,101416475
2006-12-04,4.290000,4.750000,4.220000,4.450000,4.008212,89886750
2006-12-11,4.440000,4.610000,4.350000,4.510000,4.062255,87266910
2006-12-18,4.510000,5.370000,4.510000,5.110000,4.602687,85377765
2006-12-25,5.140000,5.550000,5.050000,5.540000,4.989998,62571400
2007-01-01,5.540000,5.900000,5.400000,5.710000,5.143121,112568690
2007-01-08,5.700000,5.760000,5.280000,5.550000,4.999004,100950295
2007-01-15,5.580000,6.120000,5.580000,5.980000,5.386315,101611660
2007-01-22,6.000000,6.380000,6.000000,6.350000,5.719582,94669280
2007-01-29,6.320000,6.320000,5.720000,5.840000,5.260215,68760760
2007-02-05,5.820000,6.300000,5.800000,6.100000,5.494401,58292500
2007-02-12,6.100000,6.200000,5.400000,5.840000,5.260215,45072630
2007-02-19,5.840000,5.870000,5.450000,5.550000,4.999004,43155240
2007-02-26,5.540000,5.640000,5.030000,5.390000,4.854889,101430030
2007-03-05,5.300000,5.740000,5.000000,5.670000,5.107091,65511250
2007-03-12,5.720000,5.900000,5.410000,5.700000,5.134113,29771155
2007-03-19,5.650000,5.970000,5.150000,5.400000,4.863897,113215470
2007-03-26,5.430000,5.440000,4.930000,5.100000,4.593680,131390450
2007-04-02,5.130000,5.140000,4.950000,5.030000,4.530630,49651205
2007-04-09,5.050000,5.360000,4.960000,5.040000,4.539636,73516090
2007-04-16,5.140000,5.140000,4.700000,4.980000,4.485593,108913365
2007-04-23,5.040000,5.620000,4.970000,5.520000,4.971984,146142500
2007-04-30,5.520000,6.500000,5.330000,6.010000,5.413337,120757535
2007-05-07,6.000000,6.040000,5.800000,5.920000,5.332272,62798985
2007-05-14,6.000000,6.600000,5.900000,6.570000,5.917740,147030395
2007-05-21,6.800000,6.830000,6.230000,6.400000,5.764618,119249320
2007-05-28,6.460000,6.780000,6.100000,6.580000,5.926748,262145135
2007-06-04,6.570000,6.760000,6.280000,6.390000,5.755610,88192735
2007-06-11,6.440000,6.560000,6.300000,6.340000,5.710575,37974820
2007-06-18,6.340000,6.740000,6.340000,6.400000,5.764618,88620295
2007-06-25,6.600000,6.660000,5.980000,6.290000,5.665538,60380820
2007-07-02,6.520000,7.290000,6.400000,6.970000,6.278029,81233820
2007-07-09,7.170000,7.400000,6.900000,7.180000,6.467180,54472130
2007-07-16,7.600000,7.740000,6.920000,7.150000,6.440160,29715465
2007-07-23,7.150000,7.280000,6.840000,6.930000,6.242001,52129065
2007-07-30,6.870000,7.300000,6.730000,6.950000,6.260015,56005190
2007-08-06,6.840000,7.210000,6.400000,7.000000,6.305052,66373445
2007-08-13,6.920000,6.970000,5.700000,6.060000,5.458373,103626615
2007-08-20,6.480000,7.660000,6.480000,7.060000,6.359094,79628105
2007-08-27,7.060000,8.100000,7.040000,8.100000,7.295845,98299615
2007-09-03,8.280000,8.620000,7.900000,8.200000,7.385916,63597325
2007-09-10,7.700000,8.430000,7.700000,8.240000,7.421946,67313905
2007-09-17,8.600000,9.600000,8.130000,8.940000,8.052451,96481090
2007-09-24,9.400000,10.100000,9.040000,10.040000,9.043245,87846920
2007-10-01,10.240000,10.390000,8.770000,9.130000,8.223588,107516810
2007-10-08,9.200000,11.480000,9.110000,10.600000,9.547647,202562595
2007-10-15,11.000000,12.040000,10.780000,11.550000,10.403335,141227610
2007-10-22,10.950000,12.770000,10.950000,12.680000,11.421150,98981415
2007-10-29,13.000000,14.560000,12.500000,12.820000,11.547251,187683240
2007-11-05,13.000000,13.400000,10.400000,10.750000,9.682756,214224665
2007-11-12,10.540000,11.600000,9.230000,11.020000,9.925953,162777230
2007-11-19,11.040000,11.160000,9.600000,9.650000,8.691961,93979895
2007-11-26,10.100000,11.700000,9.603400,11.700000,10.538442,90173825
2007-12-03,11.460000,11.980000,10.900000,11.460000,10.322270,88932470
2007-12-10,11.800000,11.800000,10.960000,11.280000,10.160140,45534800
2007-12-17,11.200000,11.600000,10.300000,10.980000,9.889921,59377775
2007-12-24,11.140000,11.230000,10.870000,11.200000,10.088080,14885200
2007-12-31,11.200000,12.440000,11.160000,12.400000,11.168948,47061805
2008-01-07,12.180000,12.180000,11.210000,11.750000,10.583480,84448685
2008-01-14,11.700000,11.810000,9.310000,9.710000,8.746007,119097935
2008-01-21,9.660000,10.060000,7.940000,9.800000,8.827073,135370435
2008-01-28,9.600000,9.720000,8.930000,9.480000,8.538841,81147025
2008-02-04,9.390000,10.610000,9.200000,9.300000,8.376712,54823000
2008-02-11,9.110000,10.000000,9.110000,9.980000,8.989201,58048440
2008-02-18,10.000000,10.140000,9.400000,9.440000,8.502810,40057880
2008-02-25,9.380000,10.120000,9.360000,9.940000,8.953172,62241570
2008-03-03,9.910000,10.139000,9.330000,9.340000,8.412740,57669190
2008-03-10,9.300000,10.000000,8.600000,9.360000,8.430754,80452225
2008-03-17,9.010000,9.200000,6.800000,7.820000,7.043642,182308110
2008-03-24,8.200000,9.300000,8.200000,9.120000,8.214580,82537540
2008-03-31,9.000000,9.600000,8.760000,9.600000,8.646928,104787080
2008-04-07,9.800000,10.040000,9.250000,9.300000,8.376712,68996400
2008-04-14,9.200000,10.160000,9.200000,9.920000,8.935158,93334550
2008-04-21,10.320000,11.080000,10.200000,10.900000,9.817864,93728015
2008-04-28,10.900000,11.290000,10.290000,11.200000,10.088080,73408170
2008-05-05,11.300000,11.590000,10.790000,11.520000,10.376313,101690735
2008-05-12,11.391600,14.180000,11.391600,13.390000,12.231888,217669595
2008-05-19,13.000000,13.930000,12.580000,13.430000,12.268430,123631250
2008-05-26,13.800000,13.980000,12.710000,13.140000,12.003510,327223170
2008-06-02,13.500000,14.410000,13.340000,13.680000,12.496804,348887815
2008-06-09,13.360000,13.380000,11.900000,12.420000,11.345783,154493980
2008-06-16,12.420000,13.360000,12.300000,12.580000,11.491942,99901555
2008-06-23,12.200000,12.900000,11.760000,12.000000,10.962110,105513395
2008-06-30,12.350000,12.400000,11.400000,12.000000,10.962110,77997630
2008-07-07,12.240000,13.120000,12.150000,13.120000,11.985239,75030045
2008-07-14,12.870000,13.070000,11.660000,12.600000,11.510215,105031420
2008-07-21,12.720000,14.000000,12.720000,13.340000,12.186213,71001045
2008-07-28,13.420000,14.380000,12.830000,14.350000,13.108857,69897055
2008-08-04,14.390000,14.390000,13.170000,13.320000,12.167941,59803500
2008-08-11,13.410000,13.680000,12.440000,12.740000,11.638105,112206250
2008-08-18,13.060000,13.560000,12.570000,12.880000,11.765996,61856390
2008-08-25,13.300000,13.660000,12.620000,13.400000,12.241021,78741440
2008-09-01,13.400000,13.960000,11.410000,11.930000,10.898166,141182435
2008-09-08,12.560000,12.860000,11.400000,12.070000,11.026054,142517265
2008-09-15,11.700000,12.700000,9.380000,12.200000,11.144811,194429550
2008-09-22,12.400000,12.520000,11.000000,11.320000,10.340922,109235190
2008-09-29,11.400000,11.460000,9.880000,10.200000,9.317794,140777265
2008-10-06,10.307600,10.307600,8.320000,9.020000,8.239853,230503435
2008-10-13,8.666600,11.260000,8.666600,9.950000,9.089417,179302770
2008-10-20,9.960000,11.100000,8.690000,8.790000,8.029746,139109030
2008-10-27,8.760000,11.000000,7.050000,11.000000,10.048600,247766610
2008-11-03,10.754800,11.640000,9.200000,10.400000,9.500493,96618485
2008-11-10,10.980000,11.430000,9.330000,10.030000,9.162497,142085170
2008-11-17,9.800000,10.000000,7.770000,8.000000,7.308073,223707290
2008-11-24,7.990000,8.860000,7.660000,8.500000,7.764828,260729615
2008-12-01,8.500000,9.290000,8.300000,8.800000,8.038880,113627450
2008-12-08,9.070000,10.100000,9.070000,9.350000,8.541310,184404165
2008-12-15,9.180000,10.600000,9.180000,10.200000,9.317794,150670830
2008-12-22,10.400000,10.510000,9.260000,9.970000,9.107685,33174155
2008-12-29,9.260000,10.500000,9.260000,10.400000,9.500493,67077210
2009-01-05,10.420000,10.700000,8.450000,8.600000,7.856178,231531645
2009-01-12,8.800000,9.090000,8.290000,8.570000,7.828772,135165685
2009-01-19,8.400000,9.380000,8.400000,8.850000,8.084555,71963875
2009-01-26,8.850000,9.690000,8.850000,9.680000,8.842769,63759415
2009-02-02,9.680000,9.680000,8.700000,9.170000,8.376880,113291305
2009-02-09,9.480000,10.160000,9.020000,9.740000,8.897580,120589640
2009-02-16,10.020000,10.020000,9.070000,9.130000,8.340340,53003740
2009-02-23,9.290000,9.400000,8.910000,8.990000,8.212447,84119805
2009-03-02,8.750000,9.800000,8.690000,9.300000,8.495635,110899650
2009-03-09,9.560000,10.390000,9.250000,10.320000,9.427414,125264425
2009-03-16,10.440000,11.090000,10.240000,10.560000,9.646656,145964520
2009-03-23,10.610000,11.840000,10.610000,11.460000,10.468815,160790920
2009-03-30,11.400000,12.170000,11.240000,11.890000,10.861624,117047755
2009-04-06,12.100000,12.580000,11.760000,12.360000,11.290973,85429960
2009-04-13,12.360000,13.390000,12.020000,13.160000,12.021782,97099080
2009-04-20,13.040000,13.280000,12.100000,13.190000,12.049185,91746370
2009-04-27,13.000000,14.000000,12.700000,13.800000,12.606426,76116760
2009-05-04,14.120000,15.000000,14.020000,14.700000,13.428584,148641510
2009-05-11,14.300000,16.629999,13.860000,15.910000,14.784344,149858545
2009-05-18,15.460000,16.360001,15.460000,15.580000,14.477692,86265480
2009-05-25,15.630000,17.480000,14.900000,17.280001,16.057415,99410980
2009-06-01,16.940001,18.500000,16.730000,18.190001,16.903032,146378345
2009-06-08,18.200001,18.379999,16.600000,17.959999,16.689301,95516055
2009-06-15,17.719999,18.160000,16.900000,18.100000,16.819397,114043950
2009-06-22,18.200001,18.799999,16.980000,18.600000,17.284021,130529285
2009-06-29,18.860001,19.150000,17.600000,17.750000,16.494160,75205420
2009-07-06,17.900000,18.469999,1.750000,18.059999,16.782227,69966820
2009-07-13,17.799999,19.980000,17.299999,19.700001,18.306194,85397010
2009-07-20,20.200001,21.379999,19.959999,20.700001,19.235443,140064990
2009-07-27,20.600000,21.240000,20.200001,20.920000,19.439877,102238040
2009-08-03,21.200001,22.799999,21.059999,21.340000,19.830164,97443470
2009-08-10,22.000000,24.540001,21.520000,23.740000,22.060360,157871420
2009-08-17,23.200001,23.520000,22.200001,23.040001,21.409885,124209085
2009-08-24,23.600000,24.120001,22.580000,23.059999,21.428467,84534395
2009-08-31,22.520000,24.559999,22.420000,24.459999,22.729412,91450395
2009-09-07,24.660000,26.160000,24.639999,25.200001,23.417059,87329435
2009-09-14,24.900000,26.000000,24.620001,25.260000,23.472818,90864840
2009-09-21,25.620001,26.360001,25.059999,25.440001,23.640081,68253880
2009-09-28,25.080000,25.600000,24.200001,24.580000,22.840929,65173890
2009-10-05,24.700001,26.360001,24.400000,25.740000,23.918856,100377430
2009-10-12,25.700001,28.459999,25.200001,27.440001,25.498577,106971010
2009-10-19,27.799999,30.400000,27.600000,29.740000,27.635849,113626505
2009-10-26,29.740000,29.740000,26.620001,27.420000,25.479994,147517895
2009-11-02,27.180000,28.900000,26.799999,27.719999,25.758764,116744930
2009-11-09,28.000000,30.600000,27.580000,29.700001,27.598679,164528810
2009-11-16,30.100000,30.100000,28.660000,28.920000,26.873865,71376270
2009-11-23,29.000000,29.799999,27.600000,27.799999,25.833107,89539560
2009-11-30,28.420000,30.100000,28.420000,29.900000,27.784527,98692600
2009-12-07,29.940001,31.600000,28.760000,31.459999,29.234154,118382900
2009-12-14,31.299999,33.080002,30.080000,30.480000,28.323492,127191135
2009-12-21,30.240000,32.500000,29.840000,32.320000,30.033306,52280980
2009-12-28,32.380001,33.700001,31.760000,33.700001,31.315674,49728560
2010-01-04,33.400002,35.000000,32.680000,33.580002,31.204166,106872405
2010-01-11,33.840000,35.000000,33.400002,35.299999,32.802467,103415005
2010-01-18,34.939999,35.040001,29.040001,30.100000,27.970381,259603255
2010-01-25,29.400000,30.059999,27.500000,29.040001,26.985373,221060400
2010-02-01,28.879999,30.320000,27.520000,27.680000,25.721596,195962410
2010-02-08,27.219999,29.920000,26.660000,29.639999,27.542923,176144180
2010-02-15,30.820000,30.900000,28.480000,28.540001,26.520752,59239755
2010-02-22,29.580000,30.900000,29.139999,30.440001,28.286322,92230760
2010-03-01,30.799999,31.840000,30.299999,31.660000,29.420002,109433690
2010-03-08,32.000000,32.840000,31.440001,32.240002,29.958973,99177795
2010-03-15,31.740000,33.599998,30.100000,31.200001,28.992552,255919535
2010-03-22,30.799999,32.299999,30.299999,31.620001,29.382839,122204645
2010-03-29,31.700001,32.060001,30.660000,30.820000,28.639435,87973935
2010-04-05,31.600000,32.380001,30.940001,32.279999,29.996138,111510525
2010-04-12,32.419998,33.000000,31.360001,31.700001,29.457178,103610705
2010-04-19,31.120001,32.500000,30.879999,32.380001,30.089067,113117450
2010-04-26,32.799999,33.099998,31.360001,32.680000,30.367840,94413435
2010-05-03,32.400002,33.360001,29.580000,30.400000,28.249151,154297495
2010-05-10,30.799999,32.639999,29.900000,32.279999,30.363062,199950895
2010-05-17,31.799999,31.840000,27.237000,29.840000,28.067963,130937115
2010-05-24,29.582001,30.700001,28.400000,30.040001,28.256086,174882925
2010-05-31,30.160000,30.780001,29.700001,30.180000,28.387775,90441930
2010-06-07,29.139999,29.520000,25.379999,26.580000,25.001558,419235125
2010-06-14,27.299999,27.379999,24.080000,25.940001,24.399565,307891600
2010-06-21,26.600000,26.780001,24.299999,25.940001,24.399565,291025940
2010-06-28,26.020000,26.400000,25.280001,25.920000,24.380751,114124120
2010-07-05,26.000000,27.900000,25.660000,27.799999,26.149109,135031455
2010-07-12,27.900000,28.200001,26.840000,27.680000,26.036234,86684155
2010-07-19,27.000000,28.020000,27.000000,27.600000,25.960985,92522370
2010-07-26,27.440001,30.080000,27.400000,29.940001,28.162025,180544610
2010-08-02,30.400000,30.760000,29.520000,30.559999,28.745205,84515905
2010-08-09,30.219999,31.160000,28.500000,28.959999,27.240219,137708700
2010-08-16,29.000000,30.360001,28.780001,29.719999,27.955090,79925800
2010-08-23,29.900000,30.000000,27.139999,28.200001,26.525354,98873425
2010-08-30,28.500000,29.340000,27.700001,29.040001,27.315472,79302330
2010-09-06,29.320000,30.520000,29.320000,29.959999,28.180836,99916995
2010-09-13,30.260000,31.200001,30.219999,31.059999,29.215513,86866595
2010-09-20,31.059999,32.160000,30.680000,32.119999,30.212566,77531680
2010-09-27,32.779999,34.220001,32.700001,33.919998,31.905670,133595020
2010-10-04,35.000000,35.000000,33.080002,34.480000,32.432419,102686060
2010-10-11,34.900002,38.599998,34.419998,36.799999,34.614643,174295210
2010-10-18,36.759998,37.599998,36.060001,36.980000,34.783962,91535840
2010-10-25,37.299999,37.599998,34.900002,35.500000,33.391842,78353725
2010-11-01,37.200001,37.840000,35.720001,36.560001,34.388901,147142440
2010-11-08,36.799999,36.799999,34.779999,35.060001,32.977974,181930060
2010-11-15,35.619999,36.000000,33.200001,35.240002,33.147285,124798375
2010-11-22,35.799999,35.840000,32.860001,33.220001,31.247242,111196455
2010-11-29,33.599998,35.480000,33.000000,34.320000,32.281921,105440340
2010-12-06,34.040001,36.500000,34.040001,36.419998,34.257210,86427315
2010-12-13,36.759998,36.880001,34.000000,34.700001,32.639355,94868630
2010-12-20,34.900002,35.400002,33.720001,34.740002,32.676979,55322790
2010-12-27,34.980000,35.000000,33.340000,33.779999,31.773981,41041090
2011-01-03,33.980000,36.200001,33.799999,36.000000,33.862152,60779800
2011-01-10,35.939999,40.360001,35.419998,40.200001,37.812744,155742015
2011-01-17,40.959999,41.160000,38.020000,38.020000,35.762196,125555630
2011-01-24,38.299999,41.000000,37.820000,40.680000,38.264233,128124845
2011-01-31,40.680000,41.759998,39.759998,41.759998,39.280102,57409145
2011-02-07,42.200001,42.400002,37.400002,39.459999,37.116680,202196620
2011-02-14,40.400002,41.880001,39.619999,41.639999,39.167225,111754750
2011-02-21,41.200001,41.520000,38.200001,39.919998,37.549362,120320530
2011-02-28,40.000000,44.360001,39.599998,44.200001,41.575203,125587720
2011-03-07,43.799999,45.759998,42.680000,43.320000,40.747456,109797145
2011-03-14,44.799999,44.840000,38.099998,38.360001,36.082005,229777635
2011-03-21,38.200001,39.459999,37.419998,39.340000,37.003811,196354605
2011-03-28,39.400002,39.680000,37.279999,38.580002,36.288944,203427060
2011-04-04,38.580002,41.599998,38.500000,41.160000,38.715725,127657680
2011-04-11,41.400002,41.400002,38.580002,40.160000,37.775120,169295910
2011-04-18,40.240002,44.480000,39.020000,43.919998,41.311829,154858015
2011-04-25,43.680000,46.160000,42.799999,44.200001,41.575203,102815980
2011-05-02,45.480000,45.480000,41.400002,42.320000,39.806843,90520840
2011-05-09,42.480000,44.320000,41.439999,43.799999,41.718067,139196945
2011-05-16,44.200001,44.799999,42.240002,44.040001,41.946667,108896760
2011-05-23,43.000000,43.840000,42.000000,43.040001,40.994198,87680795
2011-05-30,42.599998,45.279999,42.520000,44.200001,42.099052,106357295
2011-06-06,43.799999,44.000000,40.400002,40.959999,39.013065,123887525
2011-06-13,40.360001,41.439999,37.439999,37.759998,35.965164,157864525
2011-06-20,39.599998,42.240002,38.580002,41.959999,39.965534,175239280
2011-06-27,41.200001,42.480000,40.759998,42.240002,40.232224,95290355
2011-07-04,43.439999,43.720001,42.119999,42.520000,40.498917,85024815
2011-07-11,42.320000,42.720001,39.680000,42.439999,40.422710,105217415
2011-07-18,42.000000,42.520000,40.599998,41.240002,39.279755,81508825
2011-07-25,41.000000,41.959999,40.320000,40.560001,38.632080,93351590
2011-08-01,41.000000,41.720001,38.419998,39.500000,37.622459,121063945
2011-08-08,38.599998,38.900002,35.220001,36.720001,34.974602,287568245
2011-08-15,38.000000,38.000000,34.000000,34.400002,32.764881,178482645
2011-08-22,34.400002,35.980000,33.099998,35.080002,33.412556,116318100
2011-08-29,35.599998,38.400002,35.119999,37.459999,35.679428,105683870
2011-09-05,36.599998,37.959999,35.520000,36.900002,35.146049,94723700
2011-09-12,35.799999,36.040001,34.400002,35.660000,33.964985,81867140
2011-09-19,35.060001,35.119999,30.320000,31.799999,30.288460,155233510
2011-09-26,31.500000,33.820000,30.799999,32.840000,31.279028,209394740
2011-10-03,32.599998,35.040001,27.980000,34.180000,32.555332,194936330
2011-10-10,34.279999,35.740002,33.040001,34.520000,32.879169,100551455
2011-10-17,34.599998,35.680000,32.000000,32.660000,31.107582,89960735
2011-10-24,33.779999,38.000000,33.419998,37.400002,35.622276,119364420
2011-10-31,37.799999,37.799999,34.000000,36.400002,34.669811,94424865
2011-11-07,36.720001,36.799999,31.100000,31.540001,30.040819,211643350
